Unnamed: 0,fileName,type,ns_road,proj_num,sheet_num,intersection,ew_road,crnr_pstn,ramp_position,comments,inspector_sig,print_name,agency,nspctn_dt,certification,blank,runslope_1,runslope_1_pf,cross_slope1,crss_slp1_pf,dtctbl_wrnng,lip_height,lip_height_pf,gutter_flow,gttr_flw_pf,curb_slope,curb_slope_pf,counter_slope,cntr_slp_pf,dpt_wrnng_wdth,runslope_2,runslope_2_pf,Length2,cross_slope2,crss_slp2_pf,runslope_3,runslope_3_pf,Length3,cross_slope3,crss_slp3_pf,widthx,widthx_pf,lengthy,lengthy_pf,obstruction,bstrctn_pf,slopex,slopex_pf,slopey,slopey_pf,clear_width,clearwidth_pf,ntrsctn_cntrl,road_slope,hrzntl_gps,hrzntl_gps_pf,Object ID,warning2curb,wrnng_fllwdth,Length1,flare_slope1,flr_slp1_pf,flr_slp1_trv,flare_slope2,flr_slp2_pf,flr_slp2_trv,long_dist,long_dist_pf,dtctbl_wrnng2,turn_landing,cal_date,globalid,image1,image2,image3,Photo 1,Photo 2,Photo 3,Length Y,ramp_landing,trnstn_typ,chng_drctn,end_barricade,height,width,depth,parkinglot,tablenum1,tablenum2,tablenum3,tablenum4,tablenum5,tablenum6,tablenum7,tablenum8,tablenum9,tablenum10
11.0,23,combination,NW 307th,23885.56,,,NW Kaybern ,,,"DWS IITD, TS Large Crack, Puddle in gutter at Ramp",,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,Y,0,pass,7.1,fail,4.56,pass,7.3,fail,,24.5,fail,7.6,,,7,pass,10.15,2.2,fail,4.75,pass,4.95,pass,N,pass,1.8,pass,3.3,fail,,,SY,2.3,0,pass,23,,Y,3.5,,pass,Y,,pass,Y,,,,,,{9F8C7318-0F26-4C64-8BDA-A26E91D48DB0},,,,,,,,,,,,,,,,,,,,,,,,,
12.0,24,combination,NW 306th,23885.56,,,NW Kaybern,1,1.0, ,,Darrell Wyant,3J Consulting,7/16/2024,52638,,8.1,pass,1.3,pass,Y,0,pass,1.1,pass,4.06,pass,3.4,pass,,3.5,pass,6.3,2.8,fail,6.7,pass,7.2,1.9,pass,5.0,pass,5.0,pass,N,,2.2,fail,1.5,pass,5.0,pass,SU,1.2,0,pass,24,,Y,3.5,7.8,pass,Y,8.6,pass,Y,,,,,,{331B2709-FC3A-4331-8D0C-EF9DB849F0BF},,,,,,,,,,,,,,,,,,,,,,,,,
13.0,25,combination,NW 306th,23885.56,,,NW Kaybern,4,1.0, ,,Darrell Wyant,3J Consulting,7/16/2024,52638,,3.5,pass,,,Y,0,,2.3,pass,5.06,pass,3.7,pass,,11.4,fail,12.7,,,6.2,pass,5.9,3.3,fail,5.0,pass,7.3,pass,N,pass,3.5,fail,,,5.0,pass,SU,0.2,0,pass,25,,Y,,11.1,fail,Y,,pass,Y,,,,,,{0DC8E721-7FD9-4D73-8317-86DD37DA693C},,,,,,,,,,,,,,,,,,,,,,,,,
14.0,26,parallel,,23885.56,,,,4,1.0,"DWS IITD Fails turn space, RR to nowhere ",,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,Y,0,pass,1.7,pass,4.58,pass,3.9,pass,Y,5.6,pass,7.1,0.8,pass,9.2,fail,7.5,,,5.0,pass,5.0,pass,N,pass,,,,,5.0,pass,SU,0.3,0,pass,26,,,,,,,,,,,,,,,{E461C8DC-FDA8-4F6B-8FFA-5DB0B705F11A},,,,,,,,,,,,,,,,,,,,,,,,,
15.0,27,parallel,NW West Union,23885.56,,,NW Stewart LN,3,1.0,DWS IITD Fails turn space,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,Y,0,pass,0.4,pass,3.96,pass,5.9,fail,Y,9.6,fail,10.1,,,5.1,pass,7.1,2,pass,5.0,pass,5.0,pass,N,pass,,,,,5.0,pass,SY,0.2,0,,27,,,,,,,,,,,,,,,{92F45811-C40F-4AB2-8E0E-6325396976AD},,,,,,,,,,,,,,,,,,,,,,,,,
16.0,28,combination,NWWest Union,23885.56,,,NW Stewart,,,28 on paper ,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,Y,,,pass,Y,,pass,Y,,,,,,{7BA89273-5C35-4A4B-89C2-5DCD8E367482},,,,,,,,,,,,,,,,,,,,,,,,,
17.0,29,parallel,NW Main ,23885.56,,,NW Lenox,2,1.0,DWS IITD,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,Y,0,pass,1.4,pass,8.04,pass,7.1,fail,Y,,,,,,10.1,fail,7.2,,,5.0,pass,6.25,pass,N,,,,,,5.0,pass,SY,0.0,0,,29,,,,,,,,,,,,,,,{4864D88E-A4DE-4C75-8D1D-E7B3EDCD6465},,,,,,,,,,,,,,,,,,,,,,,,,
18.0,30,perpendicular,NW Main,23885.56,,,NW Lenox,2,2.0,DWS IITD Fails RR 1,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,pass,,pass,Y,0,pass,2.8,pass,1.74,pass,6.9,fail,,,,,,,,,,,,4.55,pass,5.95,pass,N,pass,,pass,2.5,fail,4.55,pass,SU,2.7,0,pass,30,,,4.7,3.4,pass,Y,7.4,pass,Y,,fail,Y,none,,{B80F0DC8-1D2F-458F-8B67-B82B92062C63},,,,,,,,,,,,,,,,,,,,,,,,,
19.0,31,perpendicular,NW Main,23885.56,,,NW Lenox,,,DWS IITD Fails RR 1,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,pass,,pass,Y,0,pass,2.3,pass,6.92,pass,8.8,fail,,,,,,,,,,,,5.1,pass,6.0,pass,N,pass,2.9,fail,,pass,5.0,pass,SU,2.2,0,pass,31,,,5.35,8.0,pass,Y,1.9,pass,Y,,fail,Y,turn-space,,{7254CFB5-D3FB-4B27-87F2-C0D3CF47DFB5},,,,,,,,,,,,,,,,,,,,,,,,,
20.0,32,parallel,NW Main,23885.56,,,NW Lenox,3,2.0,DWS IITD Fails RR 1,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,pass,,pass,Y,0,pass,7.9,fail,4.32,pass,7.8,fail,Y,15.4,fail,20.5,,pass,,pass,,,pass,4.65,pass,10.15,pass,Y,pass,6.4,fail,3.3,fail,4.65,pass,SY,7.2,0,pass,32,,,,,,,,,,,,,,,{82994E89-24C1-42E6-8D13-0EE329EF505F},,,,,,,,,,,,,,,,,,,,,,,,,
21.0,33,parallel,NW Main,23885.56,,,NW Lenox,4,2.0,DWS IITD Fails RR 1,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,Y,0,pass,5.3,fail,8.1,pass,6.9,fail,Y,11.1,fail,7.05,,,3.6,pass,7.2,0.8,pass,4.9,pass,6.1,pass,N,pass,,,,,4.9,pass,SY,5.0,0,pass,33,,,,,,,,,,,,,,,{1C3CFCEF-7F7A-429C-8C75-472609B83190},,,,,,,,,,,,,,,,,,,,,,,,,
22.0,34,perpendicular,NW Main,23885.56,,,NW Lenox,4,1.0,DWS IITD Fails RR 1,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,pass,,pass,Y,0,pass,3.3,pass,7.62,pass,9.9,fail,,,,,,,,,,,,3.65,fail,5.9,pass,Y,pass,,pass,2.2,fail,3.65,fail,SU,3.0,0,pass,34,,,4.75,8.5,pass,Y,1.2,pass,Y,,pass,Y,turn-space,,{A48B3C50-B188-4171-8475-AD260BF5997A},,,,,,,,,,,,,,,,,,,,,,,,,
23.0,35,perpendicular,NW Main,23885.56,,,NW Lenox,1,1.0,DWS IITD Fails RR 1,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,pass,,pass,Y,0,pass,5.1,fail,1.8,pass,7.6,fail,,,,,,,,,,,,5.2,pass,5.75,pass,N,pass,2.7,pass,,pass,5.2,pass,SU,4.9,0,pass,35,,,5.1,2.7,pass,Y,10.1,pass,Y,,fail,Y,turn-space,,{1634E9DA-D029-4F29-864C-BFA5912F7402},,,,,,,,,,,,,,,,,,,,,,,,,
24.0,36,parallel,NW Main,23885.56,,,NW Lenox,1,2.0,"DWS IITD Fails Turn and RR 1, ICRR 2",,Darrell Wyant,3J Consulting,7/16/2024,52638,,,pass,,pass,Y,0,pass,1.6,pass,9.7,fail,4.7,pass,Y,,pass,7.4,,pass,,pass,,,pass,5.0,pass,6.05,pass,N,pass,,pass,,pass,5.0,pass,SY,0.6,0,pass,36,,,,,,,,,,,,,,,{84B8AE6F-B779-4E80-89BE-C01C7347651D},,,,,,,,,,,,,,,,,,,,,,,,,
25.0,37,parallel,NW Timeric,23885.56,,,NW Lenox,2,1.0,NO DWS Fail RR and Turn Space,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,N,0.5,fail,2.7,pass,4.74,,12.9,fail,N,,,6.3,4.1,fail,,,7.35,10,fail,4.9,pass,5.0,pass,N,,,,,,4.9,pass,SU,3.3,,,37,,,,,,,,,,,,,,,{E6FE0952-B98F-4E83-8E96-D05659B03FDE},,,,,,,,,,,,,,,,,,,,,,,,,
26.0,38,parallel,NW Timeric,23885.56,,,NW Lenux ,3,1.0,NTD Fails RR 1 and Turn space,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,N,0,pass,1,pass,11.5,fail,11.3,fail,N,,,7.15,7.3,fail,,,6.9,7.1,fail,3.5,fail,4.85,pass,N,,,,,,3.5,fail,SU,1.0,0,pass,38,,,,,,,,,,,,,,,{8A9CD2BB-E525-4A8B-8930-A5654D3DA932},,,,,,,,,,,,,,,,,,,,,,,,,
27.0,39,parallel,NW Timeric,23885.56,,,NW Belgium ,1,1.0,NTD RR1 TS Fail,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,N,0.5,fail,2.1,fail,9.72,fail,3.7,pass,N,,,5.7,9.3,fail,,,7.1,11.2,fail,4.1,pass,5.0,pass,N,,,,,,4.1,pass,SY,1.7,0,pass,39,,,,,,,,,,,,,,,{2E31F6A3-5A27-4679-87B7-06EAA97D7C17},,,,,,,,,,,,,,,,,,,,,,,,,
28.0,40,parallel,NW Timeric,23885.56,,,NW Belgium ,2,1.0,NTD Fail RR 1 And TS,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,N,1,fail,0.5,pass,9.92,fail,0.8,pass,N,,,6,3.9,fail,,,7.95,3.3,fail,3.45,fail,5.0,pass,N,,,,,,3.45,fail,SY,0.5,0,pass,40,,,,,,,,,,,,,,,{20133B83-D6D3-47D8-87BB-8569867CD16E},,,,,,,,,,,,,,,,,,,,,,,,,
29.0,41,parallel,NW Timeric,23885.56,,,NW North,1,1.0,NTD RR1 TS Fail,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,N,0,pass,4.3,fail,7.74,,5.6,fail,N,,,5.4,7.3,fail,,,6.25,9.7,fail,4.0,pass,5.1,pass,N,,,,,,4.0,pass,SY,5.1,0,pass,41,,,,,,,,,,,,,,,{5BC4DC15-FEAE-49AF-8DB0-B99C301FA6B5},,,,,,,,,,,,,,,,,,,,,,,,,
30.0,42,parallel,NW Timeric,23885.56,,,NW North,4,1.0,NTD RR1 TS Fail,,Darrell Wyant,3J Consulting,7/16/2024,52638,,,,,,N,0,pass,1.9,pass,7.52,pass,4.3,pass,N,,,5.9,7.1,fail,,,5.7,5.7,fail,3.85,fail,5.1,pass,N,pass,,,,,3.85,fail,SY,3.3,0,pass,42,,,,,,,,,,,,,,,{6EA67E67-AB4A-43AF-8530-5505017C6231},,,,,,,,,,,,,,,,,,,,,,,,,
31.0,43,perpendicular,NW 293rd,23885.56,,,NW Keenon,1,1.0, ,,Darrell Wyant,3J Consulting,7/16/2024,52638,,7.6,pass,1.1,pass,Y,0,pass,2.6,fail,2.2,pass,3.8,pass,,,,,,,,,,,,6.55,pass,5.95,pass,N,pass,2.1,fail,,fail,5.95,pass,SY,0.6,0,pass,43,,,8.2,,pass,Y,,pass,Y,1.6,pass,Y,turn-space,,{00EFE73E-675A-4471-86D6-5DA978D99C07},,,,,,,,,,,,,,,,,,,,,,,,,
32.0,44,perpendicular,Nw 293rd,23885.56,,,NW Keenon,1,2.0,Control joint center of TS,,Darrell Wyant,3J Consulting,7/16/2024,52638,,8.4,fail,,pass,Y,0,pass,1.6,pass,1.16,pass,4.6,pass,,,,,,,,,,,,6.35,pass,6.15,pass,N,pass,2.7,fail,,pass,6.15,pass,SU,0.3,0,pass,44,,,7.0,,pass,Y,,pass,Y,1.8,pass,Y,turn-space,,{1CFAF4D4-85CC-498C-880F-C5C69E518A13},,,,,,,,,,,,,,,,,,,,,,,,,
33.0,45,perpendicular,NW 293rd,23885.56,,,NW Keenon,2,1.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,7.6,pass,1.0,pass,Y,0,pass,0.5,pass,0.88,pass,4.8,pass,,,,,,,,,,,,6.15,pass,4.95,pass,N,pass,,pass,2.1,pass,4.95,pass,SU,1.0,0,pass,45,,,5.1,,pass,Y,,pass,Y,,pass,Y,turn-space,,{5E034002-573F-428A-8667-E1991737C065},,,,,,,,,,,,,,,,,,,,,,,,,
34.0,46,perpendicular,Nw 293rd,23885.56,,,Nw Keenon ,4,1.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,7.4,pass,0.7,pass,Y,0,pass,1.2,pass,1.84,pass,5.9,fail,,,,,,,,,,,,4.85,pass,5.5,pass,N,pass,2.8,fail,,pass,4.85,pass,SY,1.4,0,pass,46,,,5.8,,pass,Y,,pass,Y,1.25,pass,Y,turn-space,,{914D508C-3E30-4C49-84DE-30E3881159FE},,,,,,,,,,,,,,,,,,,,,,,,,
35.0,47,perpendicular,NW 293rd,23885.56,,,NW King,1,1.0,Tool joint in middle of TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,3.4,pass,2.2,fail,Y,0,pass,1.3,pass,3.66,pass,6.9,fail,,,,,,,,,,,,8.0,pass,5.3,pass,N,pass,3.0,fail,,pass,5.3,pass,SU,0.1,0,pass,47,,,13.8,,pass,Y,,pass,Y,1.3,pass,Y,turn-space,,{D1D7533A-D113-4145-81E7-734D8A956807},,,,,,,,,,,,,,,,,,,,,,,,,
36.0,48,perpendicular,Nw 293rd,23885.56,,,Nw King,1,2.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,6.7,pass,1.8,pass,Y,0,pass,0.7,pass,1,pass,2.5,pass,,,,,,,,,,,,6.5,pass,5.8,pass,N,pass,2.2,fail,,pass,5.8,pass,SY,0.7,0,pass,48,,,7.1,,pass,Y,,pass,Y,1.1,pass,Y,turn-space,,{0D354587-0600-4AFF-8DFF-E7F40BAD67FC},,,,,,,,,,,,,,,,,,,,,,,,,
37.0,49,perpendicular,Nw 293rd,23885.56,,,Nw King,2,1.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,5.5,pass,2.4,fail,Y,0,pass,0.6,pass,2.48,pass,4.1,pass,,,,,,,,,,,,5.7,pass,5.7,pass,N,pass,2.8,fail,,pass,5.7,pass,SY,0.2,0,pass,49,,,6.85,,pass,Y,,pass,Y,1.45,pass,Y,turn-space,,{6C5B15D8-F743-403A-86F1-BD86B003F7D0},,,,,,,,,,,,,,,,,,,,,,,,,
38.0,50,perpendicular,Nw 293rd,23885.56,,,Nw King,2,2.0,Tool joint in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,3.1,pass,1.6,pass,Y,0,pass,2,pass,2.22,pass,4,pass,,,,,,,,,,,,3.45,fail,5.65,pass,N,pass,,pass,2.6,fail,3.45,fail,SU,1.1,0,pass,50,,,6.95,,pass,Y,,pass,Y,1.6,pass,Y,turn-space,,{D784AA00-1AA7-4D7A-82EF-1DB56CB060CE},,,,,,,,,,,,,,,,,,,,,,,,,
39.0,51,perpendicular,Nw 293rd ,23885.56,,,Nw King,3,1.0,IITD RR 1 fails,,Darrell Wyant,3J Consulting,7/19/2024,52638,,,pass,,pass,Y,0,pass,1,pass,1.22,pass,4.8,pass,,,,,,,,,,,,5.8,pass,5.0,pass,Y,pass,1.8,pass,2.0,pass,5.0,pass,SU,1.1,0,pass,51,,,5.0,,pass,Y,,pass,Y,,pass,Y,none,,{5FB1CDFA-28D3-4B4B-8614-4FF21968B8C0},,,,,,,,,,,,,,,,,,,,,,,,,
40.0,52,perpendicular,Nw 294th,23885.56,,,Nw 293rd,1,1.0,IITD RR 1 Fails,,Darrell Wyant,3J Consulting,7/19/2024,52638,,,pass,,pass,Y,0,pass,1.9,pass,3.08,pass,5.5,pass,,,,,,,,,,,,5.35,pass,4.9,pass,N,pass,2.4,fail,,pass,4.9,pass,SY,0.9,0,pass,52,,,5.0,7.2,pass,Y,7.0,pass,Y,,pass,Y,turn-space,,{206495C2-9A1B-4190-894B-9A9E15940CB3},,,,,,,,,,,,,,,,,,,,,,,,,
41.0,53,perpendicular,Nw 294th,23885.56,,,Nw 293rd,2,1.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,8.6,pass,,pass,Y,0,pass,1.3,pass,2.38,pass,6,fail,,,,,,,,,,,,5.9,pass,4.95,pass,N,pass,1.8,pass,1.9,pass,4.95,pass,SU,0.7,0,pass,53,,,5.0,,pass,Y,,pass,Y,,pass,Y,turn-space,,{E531A2F3-BFBC-456D-815C-CDE2D65F3FF3},,,,,,,,,,,,,,,,,,,,,,,,,
42.0,54,perpendicular,Nw 294th,23885.56,,,Nw 292nd,1,1.0,IITD RR1 fails,,Darrell Wyant,3J Consulting,7/19/2024,52638,,,pass,,pass,Y,0,pass,1.1,pass,2.24,pass,3.9,pass,,,,,,,,,,,,6.0,pass,4.9,pass,N,pass,,pass,2.3,fail,4.9,pass,SU,0.3,0,pass,54,,,5.0,,pass,Y,,pass,Y,,pass,Y,turn-space,,{7CC384CF-58E2-4C43-8EE6-97A4C855C17D},,,,,,,,,,,,,,,,,,,,,,,,,
43.0,55,perpendicular,Nw 294th,23885.56,,,Nw 292nd,2,1.0,"IITS RR1 fails, crack in TS",,Darrell Wyant,3J Consulting,7/19/2024,52638,,,pass,,pass,Y,0,pass,0.9,pass,1.78,pass,5,pass,,,,,,,,,,,,4.4,pass,6.6,pass,N,pass,1.6,pass,1.6,pass,4.4,pass,SU,0.6,0,pass,55,,,5.35,6.1,pass,Y,7.5,pass,Y,,pass,Y,turn-space,,{947887F6-D3A7-47EB-8D24-28696F40DAA7},,,,,,,,,,,,,,,,,,,,,,,,,
44.0,56,perpendicular,Nw King,23885.56,,,Nw 292,1,1.0,Tool joint in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,7.2,pass,1.5,pass,Y,0,pass,1.2,pass,2.1,pass,5.3,pass,,,,,,,,,,,,6.4,pass,5.0,pass,N,pass,1.7,pass,3.1,fail,5.0,pass,SY,1.1,0,pass,56,,,7.2,,pass,Y,,pass,Y,1.2,pass,Y,turn-space,,{52D956A9-9355-4937-82BE-2501ABB45217},,,,,,,,,,,,,,,,,,,,,,,,,
45.0,57,perpendicular,Nw King,23885.56,,,Nw 292nd,1,2.0,Tool joint in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,2.6,pass,1.4,pass,Y,0,pass,2.1,pass,1.88,pass,3,pass,,,,,,,,,,,,8.2,pass,4.95,pass,N,pass,2.2,fail,,pass,4.95,pass,SY,0.6,0,pass,57,,,7.45,,pass,Y,,pass,Y,1.45,pass,Y,turn-space,,{C098F5CC-9C42-4BF0-8A09-30C198849FF3},,,,,,,,,,,,,,,,,,,,,,,,,
46.0,58,perpendicular,Nw King,23885.56,,,Nw 292nd,2,2.0, ,,Darrell Wyant,3J Consulting,7/19/2024,52638,,3.6,pass,1.6,pass,Y,0,pass,3.3,pass,2.78,pass,4.1,pass,,,,,,,,,,,,3.6,fail,10.84,pass,N,pass,3.8,fail,,pass,3.6,pass,SY,1.4,0,pass,58,,,6.65,,pass,Y,,pass,Y,0.95,pass,Y,turn-space,,{5DE7C4BE-9C82-4381-8F30-114E9E01C06B},,,,,,,,,,,,,,,,,,,,,,,,,
47.0,59,perpendicular,Nw King,23885.56,,,Nw 292nd,2,1.0,Tool joints in TS,,Darrell Wyant,3J Consulting,7/19/2024,52638,,8.0,pass,1.6,pass,Y,0,pass,1.7,pass,1.16,pass,5.1,fail,,,,,,,,,,,,4.3,pass,9.85,pass,N,pass,4.5,fail,,pass,4.3,pass,SY,2.0,0,pass,59,,,8.0,,pass,Y,,pass,Y,2.45,pass,Y,turn-space,,{6176EDB6-5E9C-4122-81E5-60C0F0FB43BE},,,,,,,,,,,,,,,,,,,,,,,,,
